Please select your school,Time of the Day the behavior occurred?,Date of Incident,Is the referral for a minor or a major violation?,Select the Classroom Managed Behavior (Do not include student names in text boxes) - Selected Choice,Select the Major Referral,Where did the incident take place?,Enrollment_SchoolID,Ethnicity,fre,Gender,Grade_Level,LunchStatus,Student Identifier,Year,Term,dr.studentminors,Student_Number
Bayside,10:00am-11:00am,2024-09-06,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,F,,,,,A15470477BZD
Bayside,10:00am-11:00am,2024-09-11,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,F,,,,,A15470477BZD
Bayside,1:00pm - 2:00pm,2024-09-11,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,2,F,,,,,A15492620BZD
Bayside,10:00am-11:00am,2024-09-05,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,2,F,,,,,A15849914BZD
Bayside,11:00am - 12:00pm,2024-09-26,Major Violation,,Continued Misconduct,,,W,,M,2,F,,,,,A15659372BZD
Bayside,12:00pm - 1:00pm,2024-10-01,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,3,F,,,,,A15283073BZD
Bayside,12:00pm - 1:00pm,2024-10-01,Minor Violation (5 times in the same quarter),Other,,,,W,,M,4,F,,,,,A14638415BZD
Bayside,2:00pm -3:00pm,2024-10-01,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,3,F,,,,,A15277364BZD
Rydell High School,12:00pm - 1:00pm,2024-09-26,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,M,4,P,,,,,A16565756BZD
Bayside,8:00am - 9:00am,2024-10-02,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,4,F,,,,,A14850692BZD
Bayside,9:00am - 10:00am,2024-09-03,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,2,F,,,,,A15492620BZD
Bayside,10:00am-11:00am,2024-10-02,Minor Violation (5 times in the same quarter),Refusal to do work,,,,W,,M,3,F,,,,,A14988029BZD
Bayside,10:00am-11:00am,2024-09-26,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,3,F,,,,,A15378911BZD
Bayside,10:00am-11:00am,2024-09-27,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,3,F,,,,,A15378911BZD
Bayside,11:00am - 12:00pm,2024-10-02,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,3,F,,,,,A15303116BZD
Bayside,9:00am - 10:00am,2024-10-01,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,3,F,,,,,A15378911BZD
Bayside,9:00am - 10:00am,2024-10-01,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,3,F,,,,,A14963732BZD
Bayside,12:00pm - 1:00pm,2024-10-01,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,3,F,,,,,A16413998BZD
Bayside,After School,2024-10-02,Major Violation,,Continued Misconduct,,,W,,F,2,F,,,,,A16417805BZD
Bayside,After School,2024-10-01,Major Violation,,Continued Misconduct,,,W,,F,4,F,,,,,A14794331BZD
Bayside,After School,2024-10-01,Major Violation,,Continued Misconduct,,,W,,F,4,F,,,,,A15244859BZD
Springfield Elementary,12:00pm - 1:00pm,2024-09-26,Major Violation,,Assault,,,W,,M,1,F,,,,,A15903068BZD
Springfield Elementary,11:00am - 12:00pm,2024-09-26,Major Violation,,Continued Misconduct,,,W,,M,0,F,,,,,A16450172BZD
Springfield Elementary,10:00am-11:00am,2024-09-30,Major Violation,,Continued Misconduct,,,W,,M,1,F,,,,,A16298168BZD
Rydell High School,1:00pm - 2:00pm,2024-09-26,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,0,P,,,,,A16812350BZD
Rydell High School,9:00am - 10:00am,2024-09-27,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,0,P,,,,,A16812350BZD
Bayside,11:00am - 12:00pm,2024-08-29,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,3,F,,,,,A15277364BZD
Rydell High School,9:00am - 10:00am,2024-09-30,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,0,P,,,,,A16812350BZD
Bayside,11:00am - 12:00pm,2024-09-06,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,3,F,,,,,A15277364BZD
Bayside,11:00am - 12:00pm,2024-09-13,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,3,F,,,,,A15277364BZD
Bayside,2:00pm -3:00pm,2024-09-10,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,3,F,,,,,A15277364BZD
Rydell High School,9:00am - 10:00am,2024-10-02,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,0,P,,,,,A16812350BZD
Bayside,2:00pm -3:00pm,2024-09-27,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,4,F,,,,,A15597938BZD
Bayside,Before School,2024-10-03,Major Violation,,"Continued Misconduct,Criminal use or modification of technology,Exceeded minor maximum count",,,W,,F,4,F,,,,,A15142052BZD
Springfield Elementary,1:00pm - 2:00pm,2024-10-01,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,0,F,,,,,A16060565BZD
Bayside,9:00am - 10:00am,2024-10-03,Minor Violation (5 times in the same quarter),Other,,,,W,,F,2,F,,,,,A15717014BZD
Bayside,8:00am - 9:00am,2024-10-03,Minor Violation (5 times in the same quarter),Insubordination,,,,W,,M,4,F,,,,,A14365835BZD
Springfield Elementary,2:00pm -3:00pm,2024-09-27,Major Violation,,Continued Misconduct,,,W,,M,1,F,,,,,A15903068BZD
Bayside,9:00am - 10:00am,2024-10-03,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,4,F,,,,,A15597938BZD
Bayside,1:00pm - 2:00pm,2024-10-03,Minor Violation (5 times in the same quarter),Refusal to do work,,,,W,,M,3,F,,,,,A14988029BZD
Bayside,After School,2024-10-02,Minor Violation (5 times in the same quarter),Other,,,,W,,F,4,F,,,,,A15142526BZD
Bayside,After School,2024-10-02,Minor Violation (5 times in the same quarter),Other,,,,W,,F,4,F,,,,,A14911667BZD
Bayside,12:00pm - 1:00pm,2024-10-03,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,4,F,,,,,A14850692BZD
Bayside,12:00pm - 1:00pm,2024-10-03,Minor Violation (5 times in the same quarter),Disruption,,,,W,,F,4,F,,,,,A15244859BZD
Bayside,11:00am - 12:00pm,2024-10-03,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,2,F,,,,,A15616889BZD
Bayside,2:00pm -3:00pm,2024-10-03,Minor Violation (5 times in the same quarter),Other,,,,W,,M,3,F,,,,,A15531776BZD
Bayside,10:00am-11:00am,2024-10-03,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,4,F,,,,,A15142475BZD
Bayside,After School,2024-10-03,Major Violation,,Continued Misconduct,,,W,,F,2,F,,,,,A15849686BZD
Bayside,8:00am - 9:00am,2024-09-26,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,F,2,F,,,,,A16417805BZD
Bayside,8:00am - 9:00am,2024-10-02,Major Violation,,Threats,,,W,,M,3,F,,,,,A15223601BZD
Bayside,8:00am - 9:00am,2024-10-02,Major Violation,,Threats,,,W,,M,3,F,,,,,A15144395BZD
Bayside,8:00am - 9:00am,2024-10-02,Major Violation,,Threats,,,W,,M,3,F,,,,,A15144467BZD
Bayside,11:00am - 12:00pm,2024-10-04,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,M,3,F,,,,,A15277364BZD
Bayside,8:00am - 9:00am,2024-10-04,Minor Violation (5 times in the same quarter),Refusal to do work,,,,W,,F,3,F,,,,,A15437579BZD
Bayside,11:00am - 12:00pm,2024-09-05,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,2,F,,,,,A15773864BZD
Bayside,10:00am-11:00am,2024-09-11,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,2,F,,,,,A15470477BZD
Bayside,2:00pm -3:00pm,2024-09-18,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,F,,,,,A15470477BZD
Bayside,9:00am - 10:00am,2024-09-20,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,F,,,,,A15470477BZD
Bayside,10:00am-11:00am,2024-09-23,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,F,,,,,A15470477BZD
Bayside,2:00pm -3:00pm,2024-09-25,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,F,,,,,A15470477BZD
Bayside,9:00am - 10:00am,2024-09-26,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,F,,,,,A15470477BZD
Bayside,11:00am - 12:00pm,2024-09-30,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,2,F,,,,,A15470477BZD
Bayside,9:00am - 10:00am,2024-09-25,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,2,P,,,,,A15492620BZD
Bayside,10:00am-11:00am,2024-09-26,Minor Violation (5 times in the same quarter),Disruption,,,,W,,F,2,P,,,,,A15849914BZD
Bayside,2:00pm -3:00pm,2024-09-25,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,2,P,,,,,A15492620BZD
Springfield Elementary,12:00pm - 1:00pm,2024-10-02,Minor Violation (5 times in the same quarter),Other,,,,W,,F,0,P,,,,,A15414194BZD
Springfield Elementary,11:00am - 12:00pm,2024-10-03,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,M,1,F,,,,,A16350788BZD
Springfield Elementary,2:00pm -3:00pm,2024-10-02,Minor Violation (5 times in the same quarter),Misuse of electronic devices,,,,W,,M,0,F,,,,,A16709366BZD
Bayside,8:00am - 9:00am,2024-10-22,Minor Violation (5 times in the same quarter),Other,,,,W,,M,4,F,,,,,A13369364BZD
Springfield Elementary,11:00am - 12:00pm,2024-10-02,Major Violation,,Assault,,,W,,M,0,F,,,,,A16741181BZD
Springfield Elementary,11:00am - 12:00pm,2024-10-02,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,0,F,,,,,A16741181BZD
Bayside,8:00am - 9:00am,2024-10-22,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,4,P,,,,,A15142049BZD
Springfield Elementary,2:00pm -3:00pm,2024-10-21,Minor Violation (5 times in the same quarter),Other,,,,W,,M,0,F,,,,,A16214498BZD
Springfield Elementary,2:00pm -3:00pm,2024-10-21,Minor Violation (5 times in the same quarter),Other,,,,W,,M,0,P,,,,,A16548314BZD
Bayside,2:00pm -3:00pm,2024-10-22,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,2,P,,,,,A15492620BZD
Bayside,12:00pm - 1:00pm,2024-10-24,Minor Violation (5 times in the same quarter),Refusal to do work,,,,W,,M,3,F,,,,,A14988029BZD
Bayside,2:00pm -3:00pm,2024-10-24,Minor Violation (5 times in the same quarter),Disruption,,,,W,,F,2,F,,,,,A15973097BZD
Bayside,Before School,2024-10-24,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,3,P,,,,,A13669343BZD
Rydell High School,11:00am - 12:00pm,2024-10-24,Minor Violation (5 times in the same quarter),Other,,,,W,,F,1,P,,,,,A15125486BZD
Bayside,12:00pm - 1:00pm,2024-10-23,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,4,F,,,,,A15089432BZD
Bayside,12:00pm - 1:00pm,2024-10-24,Minor Violation (5 times in the same quarter),Other,,,,W,,F,4,P,,,,,A16568006BZD
Bayside,12:00pm - 1:00pm,2024-10-24,Minor Violation (5 times in the same quarter),Other,,,,W,,F,4,P,,,,,A15142526BZD
Bayside,12:00pm - 1:00pm,2024-10-23,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,4,P,,,,,A15142526BZD
Bayside,12:00pm - 1:00pm,2024-10-24,Minor Violation (5 times in the same quarter),Other,,,,W,,M,4,F,,,,,A13369361BZD
Springfield Elementary,9:00am - 10:00am,2024-10-23,Minor Violation (5 times in the same quarter),Other,,,,H,,M,0,P,,,,,A16709534BZD
Springfield Elementary,12:00pm - 1:00pm,2024-10-23,Minor Violation (5 times in the same quarter),Other,,,,W,,M,0,F,,,,,A16214498BZD
Springfield Elementary,11:00am - 12:00pm,2024-10-24,Major Violation,,Threats,,,W,,M,1,P,,,,,A15903068BZD
Springfield Elementary,9:00am - 10:00am,2024-10-23,Minor Violation (5 times in the same quarter),Other,,,,W,,M,0,R,,,,,A16334411BZD
Bayside,11:00am - 12:00pm,2024-10-25,Major Violation,,Continued Misconduct,,,W,,M,4,F,,,,,A14843582BZD
Bayside,11:00am - 12:00pm,2024-10-25,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,4,P,,,,,A15142049BZD
Bayside,12:00pm - 1:00pm,2024-10-25,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,4,F,,,,,A15089432BZD
Bayside,12:00pm - 1:00pm,2024-10-25,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,4,F,,,,,A15142076BZD
Bayside,8:00am - 9:00am,2024-10-25,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,4,P,,,,,A15142526BZD
Bayside,8:00am - 9:00am,2024-10-25,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,4,F,,,,,A14911667BZD
Bayside,2:00pm -3:00pm,2024-10-25,Minor Violation (5 times in the same quarter),Disruption,,,,W,,F,2,P,,,,,A15849581BZD
Bayside,2:00pm -3:00pm,2024-10-25,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,P,,,,,A15849578BZD
Bayside,11:00am - 12:00pm,2024-10-25,Major Violation,,"Continued Misconduct,Exceeded minor maximum count",,,W,,F,4,P,,,,,A15142526BZD
Bayside,9:00am - 10:00am,2024-10-28,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,3,F,,,,,A15144443BZD
Bayside,9:00am - 10:00am,2024-10-28,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,3,F,,,,,A15303116BZD
Bayside,11:00am - 12:00pm,2024-10-28,Major Violation,,Continued Misconduct,,,W,,M,4,F,,,,,A15089432BZD
Bayside,2:00pm -3:00pm,2024-10-28,Major Violation,,"Assault,Continued Misconduct",,,W,,M,3,F,,,,,A14988029BZD
Bayside,2:00pm -3:00pm,2024-10-28,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,M,3,F,,,,,A15077024BZD
Bayside,2:00pm -3:00pm,2024-10-28,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,M,3,F,,,,,A15144407BZD
Bayside,8:00am - 9:00am,2024-10-29,Minor Violation (5 times in the same quarter),Refusal to do work,,,,W,,F,3,F,,,,,A14879249BZD
Bayside,9:00am - 10:00am,2024-10-29,Minor Violation (5 times in the same quarter),Other,,,,W,,F,4,R,,,,,A14115737BZD
Bayside,9:00am - 10:00am,2024-10-29,Minor Violation (5 times in the same quarter),Other,,,,W,,M,4,F,,,,,A14923526BZD
Shermer High School,10:00am-11:00am,2024-10-29,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,M,9,F,,,,,A13368554BZD
Bayside,11:00am - 12:00pm,2024-10-29,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,F,,,,,A15470477BZD
Bayside,1:00pm - 2:00pm,2024-10-29,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,3,P,,,,,A15769634BZD
Bayside,11:00am - 12:00pm,2024-10-29,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,P,,,,,A15849578BZD
Bayside,1:00pm - 2:00pm,2024-10-29,Minor Violation (5 times in the same quarter),Disruption,,,,W,,F,4,F,,,,,A15244859BZD
Bayside,12:00pm - 1:00pm,2024-10-28,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,4,F,,,,,A14850692BZD
Bayside,12:00pm - 1:00pm,2024-10-28,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,4,P,,,,,A14011100BZD
Bayside,1:00pm - 2:00pm,2024-10-29,Minor Violation (5 times in the same quarter),Other,,,,W,,M,4,F,,,,,A14854088BZD
Bayside,9:00am - 10:00am,2024-10-29,Minor Violation (5 times in the same quarter),Refusal to do work,,,,W,,M,4,F,,,,,A13728677BZD
Bayside,8:00am - 9:00am,2024-10-25,Minor Violation (5 times in the same quarter),Other,,,,W,,F,4,F,,,,,A14911718BZD
Bayside,11:00am - 12:00pm,2024-10-30,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,4,F,,,,,A14854088BZD
Springfield Elementary,12:00pm - 1:00pm,2024-10-23,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,,,W,,F,1,F,,,,,A16350794BZD
Springfield Elementary,1:00pm - 2:00pm,2024-10-29,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,0,F,,,,,A16413929BZD
Bayside,11:00am - 12:00pm,2024-10-30,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,2,F,,,,,A15659372BZD
Bayside,12:00pm - 1:00pm,2024-10-30,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,4,P,,,,,A15553787BZD
Bayside,12:00pm - 1:00pm,2024-10-30,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,4,F,,,,,A15142076BZD
Bayside,12:00pm - 1:00pm,2024-10-30,Minor Violation (5 times in the same quarter),Disruption,,,,B,,M,4,F,,,,,A14794355BZD
Bayside,12:00pm - 1:00pm,2024-10-30,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,4,R,,,,,A14781935BZD
Bayside,12:00pm - 1:00pm,2024-10-30,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,4,F,,,,,A14900798BZD
Bayside,12:00pm - 1:00pm,2024-10-30,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,4,F,,,,,A13728677BZD
Bayside,11:00am - 12:00pm,2024-10-31,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,P,,,,,A14377289BZD
Bayside,11:00am - 12:00pm,2024-10-31,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,2,F,,,,,A15727337BZD
Rydell High School,11:00am - 12:00pm,2024-10-31,Minor Violation (5 times in the same quarter),Other,,,,B,,M,0,F,,,,,A16157912BZD
Bayside,12:00pm - 1:00pm,2024-11-01,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,4,F,,,,,A14850692BZD
Bayside,12:00pm - 1:00pm,2024-11-01,Minor Violation (5 times in the same quarter),Other,,,,W,,M,3,F,,,,,A15465404BZD
Bayside,9:00am - 10:00am,2024-11-01,Minor Violation (5 times in the same quarter),Refusal to do work,,,,W,,M,3,F,,,,,A15378911BZD
Bayside,8:00am - 9:00am,2024-11-01,Minor Violation (5 times in the same quarter),Disruption,,,,W,,F,4,P,,,,,A15142526BZD
Rydell High School,8:00am - 9:00am,2024-11-04,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,0,F,,,,,A16812362BZD
Rydell High School,11:00am - 12:00pm,2024-11-04,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,1,F,,,,,A15932738BZD
Bayside,12:00pm - 1:00pm,2024-11-04,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,4,F,,,,,A15142544BZD
Bayside,11:00am - 12:00pm,2024-11-04,Minor Violation (5 times in the same quarter),Insubordination,,,,W,,F,2,F,,,,,A15470465BZD
Bayside,11:00am - 12:00pm,2024-11-04,Minor Violation (5 times in the same quarter),Other,,,,W,,F,2,F,,,,,A16417805BZD
Bayside,8:00am - 9:00am,2024-11-06,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,3,F,,,,,A15364652BZD
Shermer High School,10:00am-11:00am,2024-11-06,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,6,F,,,,,A14566694BZD
Bayside,12:00pm - 1:00pm,2024-10-29,Minor Violation (5 times in the same quarter),Disruption,,,,W,,F,4,F,,,,,A14609051BZD
Bayside,12:00pm - 1:00pm,2024-11-06,Minor Violation (5 times in the same quarter),Disruption,,,,W,,F,4,F,,,,,A15244859BZD
Bayside,2:00pm -3:00pm,2024-11-06,Minor Violation (5 times in the same quarter),Refusal to do work,,,,W,,F,2,F,,,,,A15772604BZD
Bayside,2:00pm -3:00pm,2024-10-23,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,F,2,F,,,,,A16417805BZD
Bayside,8:00am - 9:00am,2024-11-06,Minor Violation (5 times in the same quarter),Other,,,,W,,M,2,F,,,,,A15470441BZD
Bayside,11:00am - 12:00pm,2024-11-06,Minor Violation (5 times in the same quarter),Other,,,,W,,M,2,F,,,,,A15597974BZD
Bayside,8:00am - 9:00am,2024-10-24,Minor Violation (5 times in the same quarter),Other,,,,W,,F,2,F,,,,,A16713839BZD
Rydell High School,12:00pm - 1:00pm,2024-11-06,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,0,P,,,,,A16132079BZD
Bayside,8:00am - 9:00am,2024-11-07,Minor Violation (5 times in the same quarter),Refusal to do work,,,,W,,F,2,F,,,,,A15470480BZD
Bayside,1:00pm - 2:00pm,2024-11-07,Minor Violation (5 times in the same quarter),Refusal to do work,,,,W,,F,2,F,,,,,A15470480BZD
Springfield Elementary,11:00am - 12:00pm,2024-11-04,Major Violation,,Threats,,,W,,M,1,P,,,,,A15903068BZD
Springfield Elementary,2:00pm -3:00pm,2024-11-04,Major Violation,,Threats,,,W,,M,0,F,,,,,A16214498BZD
Bayside,1:00pm - 2:00pm,2024-11-07,Minor Violation (5 times in the same quarter),Disruption,,,,W,,M,2,P,,,,,A15616853BZD
Hill Valley High School,12:00pm - 1:00pm,2024-10-04,Major Violation,,Continued Misconduct,,,W,,M,3,F,,,,,A14434376BZD
Rydell High School,12:00pm - 1:00pm,2024-11-07,Minor Violation (5 times in the same quarter),Other,,,,W,,M,0,P,,,,,A16132079BZD
Hill Valley High School,2:00pm -3:00pm,2024-09-26,Major Violation,,Continued Misconduct,,,W,,M,3,F,,,,,A14434376BZD
Hill Valley High School,After School,2024-11-04,Major Violation,,Continued Misconduct,,,W,,M,3,F,,,,,A14434376BZD
Rydell High School,11:00am - 12:00pm,2024-11-08,Minor Violation (5 times in the same quarter),Other,,,,W,,M,0,P,,,,,A16132079BZD
Hill Valley High School,8:00am - 9:00am,2024-10-29,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,,,W,,M,0,F,,,,,A16327700BZD
